"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
800000000,40,40101,401010000,"800-0000",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク",,"　","（該当なし）",,,,,,,,
800004500,40,40101,401010001,"800-0045",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","青葉台","アオバダイ",,,,,,,,,
800010100,40,40101,401010002,"800-0101",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","伊川","イカワ",,,,,,,,,
800004100,40,40101,401010003,"800-0041",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","泉ケ丘","イズミガオカ",,,,,,,,,
800004800,40,40101,401010004,"800-0048",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","稲積","イナヅミ",,,,,,,,,
800011100,40,40101,401010005,"800-0111",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","今津","イマヅ",,,,,,,,,
800002600,40,40101,401010006,"800-0026",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","梅ノ木町","ウメノキチョウ",,,,,,,,,
801086400,40,40101,401010007,"801-0864",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","老松町","オイマツチョウ",,,,,,,,,
801088300,40,40101,401010008,"801-0883",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大久保","オオクボ",,,,,,,,,
801081100,40,40101,401010009,"801-0811",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大積","オオツミ",,,,,,,,,
800001100,40,40101,401010010,"800-0011",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","奥田","オクダ",,,,,,,,,
801087600,40,40101,401010011,"801-0876",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","花月園","カゲツエン",,,,,,,,,
801080100,40,40101,401010012,"801-0801",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","風師","カザシ",,,"１丁目","０１チョウメ",,,,,
801080101,40,40101,401010012,"801-0801",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","風師","カザシ",,,"２丁目","０２チョウメ",,,,,
801080102,40,40101,401010012,"801-0801",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","風師","カザシ",,,"３丁目","０３チョウメ",,,,,
800000100,40,40101,401010012,"800-0001",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","風師","カザシ",,,"４丁目","０４チョウメ",,,,,
801082300,40,40101,401010013,"801-0823",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","春日町","カスガマチ",,,,,,,,,
800006100,40,40101,401010014,"800-0061",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","片上海岸","カタガミカイガン",,,,,,,,,
800000300,40,40101,401010015,"800-0003",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","片上町","カタガミマチ",,,,,,,,,
800001600,40,40101,401010016,"800-0016",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","上二十町","カミニジッチョウ",,,,,,,,,
800004400,40,40101,401010017,"800-0044",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","上藤松","カミフジマツ",,,,,,,,,
801087100,40,40101,401010018,"801-0871",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","上本町","カミホンマチ",,,,,,,,,
800004200,40,40101,401010019,"800-0042",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","上馬寄","カミマイソウ",,,,,,,,,
800011400,40,40101,401010020,"800-0114",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","吉志","キシ",,,,,,,,,
800011800,40,40101,401010021,"800-0118",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","吉志新町","キシシンマチ",,,,,,,,,
800000400,40,40101,401010022,"800-0004",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","北川町","キタガワマチ",,,,,,,,,
801081200,40,40101,401010023,"801-0812",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","喜多久","キタク",,,,,,,,,
801085400,40,40101,401010024,"801-0854",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","旧門司","キュウモジ",,,,,,,,,
801083300,40,40101,401010025,"801-0833",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","清滝","キヨタキ",,,,,,,,,
801851000,40,40101,401010025,"801-8510",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","清滝","キヨタキ",,,,,,"北九州市　門司区役所","キタキユウシユウシ　モジクヤクシヨ","清滝１丁目１－１",
801855000,40,40101,401010025,"801-8550",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","清滝","キヨタキ",,,,,,"社団法人　日本海員掖済会門司病院","シヤダンホウジン　ニホンカイインエキサイカイモジビヨウイン","清滝１丁目３－１",
801088200,40,40101,401010026,"801-0882",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","清見","キヨミ",,,,,,,,,
801088600,40,40101,401010027,"801-0886",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","清見佐夜町","キヨミサヤマチ",,,,,,,,,
801080800,40,40101,401010028,"801-0808",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","葛葉","クズハ",,,"１丁目","０１チョウメ",,,,,
800000800,40,40101,401010028,"800-0008",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","葛葉","クズハ",,,"２丁目","０２チョウメ",,,,,
800000801,40,40101,401010028,"800-0008",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","葛葉","クズハ",,,"３丁目","０３チョウメ",,,,,
801082100,40,40101,401010029,"801-0821",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","黒川","クロガワ",,,,,,,,,
801082500,40,40101,401010030,"801-0825",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","黒川西","クロガワニシ",,,,,,,,,
801082600,40,40101,401010031,"801-0826",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","黒川東","クロガワヒガシ",,,,,,,,,
800002700,40,40101,401010032,"800-0027",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","黄金町","コガネマチ",,,,,,,,,
800003400,40,40101,401010033,"800-0034",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","小松町","コマツチョウ",,,,,,,,,
800000700,40,40101,401010034,"800-0007",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","小森江","コモリエ",,,,,,,,,
801086300,40,40101,401010035,"801-0863",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","栄町","サカエマチ",,,,,,,,,
800010200,40,40101,401010036,"800-0102",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","猿喰","サルハミ",,,,,,,,,
800001500,40,40101,401010037,"800-0015",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","寺内","ジナイ",,,,,,,,,
800002800,40,40101,401010038,"800-0028",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","下二十町","シモニジッチョウ",,,,,,,,,
800005100,40,40101,401010039,"800-0051",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","下馬寄","シモマイソウ",,,,,,,,,
800005400,40,40101,401010040,"800-0054",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","社ノ木","シャノキ",,,,,,,,,
800855500,40,40101,401010040,"800-8555",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","社ノ木","シャノキ",,,,,,"株式会社　マツモト","カブシキガイシヤ　マツモト","社ノ木１丁目２－１",
801086500,40,40101,401010041,"801-0865",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","庄司町","ショウジマチ",,,,,,,,,
801080200,40,40101,401010042,"801-0802",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","白野江","シラノエ",,,,,,,,,
800001300,40,40101,401010043,"800-0013",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","城山町","シロヤマチョウ",,,,,,,,,
801088500,40,40101,401010044,"801-0885",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","新開","シンカイ",,,,,,,,,
800005300,40,40101,401010045,"800-0053",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","新原町","シンハラマチ",,,,,,,,,
800011500,40,40101,401010046,"800-0115",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","新門司","シンモジ",,,,,,,,,
800011300,40,40101,401010047,"800-0113",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","新門司北","シンモジキタ",,,,,,,,,
801088400,40,40101,401010048,"801-0884",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","瀬戸町","セトマチ",,,,,,,,,
800001400,40,40101,401010049,"800-0014",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里","ダイリ",,,,,,,,,
800001800,40,40101,401010050,"800-0018",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里桜ケ丘","ダイリサクラガオカ",,,,,,,,,
800005700,40,40101,401010051,"800-0057",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里新町","ダイリシンマチ",,,,,,,,,
800002400,40,40101,401010052,"800-0024",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里戸ノ上","ダイリトノウエ",,,,,,,,,
800003800,40,40101,401010053,"800-0038",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里原町","ダイリハラマチ",,,,,,,,,
800002200,40,40101,401010054,"800-0022",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里東","ダイリヒガシ",,,,,,,,,
800002900,40,40101,401010055,"800-0029",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里東口","ダイリヒガシグチ",,,,,,,,,
800006300,40,40101,401010056,"800-0063",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里本町","ダイリホンマチ",,,,,,,,,
800851000,40,40101,401010056,"800-8510",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里本町","ダイリホンマチ",,,,,,"池田興業　株式会社","イケダコウギヨウ　カブシキガイシヤ","大里本町２丁目２－５",
800006200,40,40101,401010057,"800-0062",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里元町","ダイリモトマチ",,,,,,,,,
800858500,40,40101,401010057,"800-8585",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里元町","ダイリモトマチ",,,,,,"ニッカウヰスキー　株式会社　門司工場","ニツカウイスキ－　カブシキガイシヤ　モジコウジヨウ","大里元町２番１号",
800003300,40,40101,401010058,"800-0033",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","大里桃山町","ダイリモモヤマチョウ",,,,,,,,,
801082200,40,40101,401010059,"801-0822",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","高砂町","タカサゴマチ",,,,,,,,,
800003100,40,40101,401010060,"800-0031",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","高田","タカダ",,,,,,,,,
800860300,40,40101,401010060,"800-8603",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","高田","タカダ",,,,,,"株式会社　福岡銀行　門司駅前支店","カブシキガイシヤ　フクオカギンコウ　モジエキマエシテン","高田１丁目１－２０",
801080500,40,40101,401010061,"801-0805",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","太刀浦海岸","タチノウラカイガン",,,,,,,,,
801087200,40,40101,401010062,"801-0872",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","谷町","タニマチ",,,,,,,,,
801080300,40,40101,401010063,"801-0803",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","田野浦","タノウラ",,,,,,,,,
801080400,40,40101,401010064,"801-0804",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","田野浦海岸","タノウラカイガン",,,,,,,,,
800011700,40,40101,401010065,"800-0117",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","恒見","ツネミ",,,,,,,,,
800011600,40,40101,401010066,"800-0116",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","恒見町","ツネミマチ",,,,,,,,,
800001700,40,40101,401010067,"800-0017",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","永黒","ナガグロ",,,,,,,,,
801086100,40,40101,401010068,"801-0861",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","長谷","ナガタニ",,,,,,,,,
800002300,40,40101,401010069,"800-0023",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","中二十町","ナカニジッチョウ",,,,,,,,,
800003900,40,40101,401010070,"800-0039",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","中町","ナカマチ",,,,,,,,,
800860100,40,40101,401010070,"800-8601",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","中町","ナカマチ",,,,,,"岡野バルブ製造　株式会社","オカノバルブセイゾウ　カブシキカイシヤ","中町１－１４",
800861100,40,40101,401010070,"800-8611",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","中町","ナカマチ",,,,,,"株式会社　西日本シティ銀行　門司駅前支店","カブシキガイシヤ　ニシニツポンシテイギンコウ　モジエキマエシテン","中町１番地２５号",
801088100,40,40101,401010071,"801-0881",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","鳴竹","ナルタケ",,,,,,,,,
801084100,40,40101,401010072,"801-0841",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","西海岸","ニシカイガン",,,,,,,,,
801860100,40,40101,401010072,"801-8601",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","西海岸","ニシカイガン",,,,,,"門司税務署","モジゼイムシヨ","西海岸１－３－１０門司港湾合同庁舎",
801858500,40,40101,401010072,"801-8585",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","西海岸","ニシカイガン",,,,,,"九州運輸局　福岡運輸支局（門司港庁舎）","キユウシユウウンユキヨク　フクオカウンユシキヨク（モジコウチヨウシヤ）","西海岸１丁目３－１０",
801851100,40,40101,401010072,"801-8511",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","西海岸","ニシカイガン",,,,,,"門司税関","モジゼイカン","西海岸１丁目３－１０門司港湾合同庁舎",
801855500,40,40101,401010072,"801-8555",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","西海岸","ニシカイガン",,,,,,"北九州市港湾局","キタキユウシユウシコウワンキヨク","西海岸１丁目２－７",
801850700,40,40101,401010072,"801-8507",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","西海岸","ニシカイガン",,,,,,"第７管区海上保安本部","ダイ７カンクカイジヨウホアンホンブ","西海岸１丁目３－１０門司港湾合同庁舎",
801086200,40,40101,401010073,"801-0862",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","錦町","ニシキマチ",,,,,,,,,
800005600,40,40101,401010074,"800-0056",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","西新町","ニシシンマチ",,,,,,,,,
800011200,40,40101,401010075,"800-0112",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","畑","ハタ",,,,,,,,,
801087400,40,40101,401010076,"801-0874",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","畑田町","ハタケダマチ",,,,,,,,,
801085600,40,40101,401010077,"801-0856",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","浜町","ハママチ",,,,,,,,,
800000500,40,40101,401010078,"800-0005",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","羽山","ハヤマ",,,,,,,,,
800003700,40,40101,401010079,"800-0037",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","原町別院","ハラマチベツイン",,,,,,,,,
800005500,40,40101,401010080,"800-0055",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","東新町","ヒガシシンマチ",,,,,,,,,
800855000,40,40101,401010080,"800-8550",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","東新町","ヒガシシンマチ",,,,,,"高藤建設　株式会社","タカフジケンセツ　カブシキガイシヤ","東新町１丁目１－３０",
801085100,40,40101,401010081,"801-0851",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","東本町","ヒガシホンマチ",,,,,,,,,
800005200,40,40101,401010082,"800-0052",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","東馬寄","ヒガシマイソウ",,,,,,,,,
801085300,40,40101,401010083,"801-0853",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","東港町","ヒガシミナトマチ",,,,,,,,,
801850200,40,40101,401010083,"801-8502",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","東港町","ヒガシミナトマチ",,,,,,"九州労災病院門司メディカルセンター","キユウシユウロウサイビヨウインモジメデイカルセンタ－","東港町３－１",
801087300,40,40101,401010084,"801-0873",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","東門司","ヒガシモジ",,,,,,,,,
800004600,40,40101,401010085,"800-0046",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","光町","ヒカリマチ",,,,,,,,,
801081300,40,40101,401010086,"801-0813",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","柄杓田","ヒシャクダ",,,,,,,,,
801081400,40,40101,401010087,"801-0814",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","柄杓田町","ヒシャクダマチ",,,,,,,,,
801084200,40,40101,401010088,"801-0842",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","広石","ヒロイシ",,,,,,,,,
800004700,40,40101,401010089,"800-0047",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","藤松","フジマツ",,,,,,,,,
800000200,40,40101,401010090,"800-0002",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","二タ松町","フタマツチョウ",,,,,,,,,
800003200,40,40101,401010091,"800-0032",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","不老町","フロウチョウ",,,,,,,,,
800003500,40,40101,401010092,"800-0035",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","別院","ベツイン",,,,,,,,,
801087500,40,40101,401010093,"801-0875",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","法師庵","ホウシアン",,,,,,,,,
801083400,40,40101,401010094,"801-0834",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","本町","ホンマチ",,,,,,,,,
800001200,40,40101,401010095,"800-0012",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","松崎町","マツザキチョウ",,,,,,,,,
800006400,40,40101,401010096,"800-0064",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","松原","マツバラ",,,,,,,,,
801083100,40,40101,401010097,"801-0831",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","丸山","マルヤマ",,,,,,,,,
801082400,40,40101,401010098,"801-0824",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","丸山吉野町","マルヤマヨシノマチ",,,,,,,,,
800004300,40,40101,401010099,"800-0043",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","緑ケ丘","ミドリガオカ",,,,,,,,,
801085200,40,40101,401010100,"801-0852",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","港町","ミナトマチ",,,,,,,,,
801850300,40,40101,401010100,"801-8503",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","港町","ミナトマチ",,,,,,"株式会社　門司港ホテル","カブシキカイシヤ　モジコウホテル","港町９番１１号",
800002100,40,40101,401010101,"800-0021",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","南本町","ミナミホンマチ",,,,,,,,,
801085500,40,40101,401010102,"801-0855",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","門司","モジ",,,,,,,,,
801083200,40,40101,401010103,"801-0832",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","元清滝","モトキヨタキ",,,,,,,,,
800003000,40,40101,401010104,"800-0030",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","桃山台","モモヤマダイ",,,,,,,,,
800003600,40,40101,401010105,"800-0036",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","柳原町","ヤナギハラマチ",,,,,,,,,
800002500,40,40101,401010106,"800-0025",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","柳町","ヤナギマチ",,,,,,,,,
800868600,40,40101,401010106,"800-8686",1,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","柳町","ヤナギマチ",,,,,,"大分銀行　門司駅前支店","オオイタギンコウ　モジエキマエシテン","柳町１丁目３－２５",
800000600,40,40101,401010107,"800-0006",0,0,"福岡県","フクオカケン","北九州市門司区","キタキュウシュウシモジク","矢筈町","ヤハズマチ",,,,,,,,,
808000000,40,40103,401030000,"808-0000",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク",,"　","（該当なし）",,,,,,,,
808014300,40,40103,401030001,"808-0143",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","青葉台西","アオバダイニシ",,,,,,,,,
808014100,40,40103,401030002,"808-0141",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","青葉台東","アオバダイヒガシ",,,,,,,,,
808014200,40,40103,401030003,"808-0142",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","青葉台南","アオバダイミナミ",,,,,,,,,
808017500,40,40103,401030004,"808-0175",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","赤岩町","アカイワマチ",,,,,"（１０～１２番地）",,,,
808007500,40,40103,401030004,"808-0075",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","赤岩町","アカイワマチ",,,,,"（以下を除く　１０～１２番地）",,,,
808000300,40,40103,401030005,"808-0003",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","赤崎町","アカサキマチ",,,,,,,,,
808007300,40,40103,401030006,"808-0073",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","赤島町","アカシママチ",,,,,,,,,
808012200,40,40103,401030007,"808-0122",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","蜑住","アマスミ",,,,,,,,,
808012300,40,40103,401030008,"808-0123",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","有毛","アリゲ",,,,,,,,,
808002200,40,40103,401030009,"808-0022",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","安瀬","アンセ",,,,,,,,,
808858800,40,40103,401030009,"808-8588",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","安瀬","アンセ",,,,,,"信和鋼板","シンワコウバン","安瀬８－４",
808855000,40,40103,401030009,"808-8550",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","安瀬","アンセ",,,,,,"不二貿易　株式会社","フジボウエキ　カブシキガイシヤ","安瀬６４－３６",
808012400,40,40103,401030010,"808-0124",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","安屋","アンヤ",,,,,,,,,
808007100,40,40103,401030011,"808-0071",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","今光","イマミツ",,,,,,,,,
808001400,40,40103,401030012,"808-0014",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","栄盛川町","エイセイガワマチ",,,,,,,,,
808003200,40,40103,401030013,"808-0032",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","老松","オイマツ",,,,,,,,,
808006100,40,40103,401030014,"808-0061",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","大池町","オオイケマチ",,,,,,,,,
808003300,40,40103,401030015,"808-0033",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","大井戸町","オオイドマチ",,,,,,,,,
808005100,40,40103,401030016,"808-0051",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","大谷町","オオタニマチ",,,,,,,,,
808013300,40,40103,401030017,"808-0133",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","大鳥居","オオトリイ",,,,,,,,,
808010800,40,40103,401030018,"808-0108",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小竹","オダケ",,,,,"（以下を除く　１～１９５３、３００６～３００８番地）",,,,
808000800,40,40103,401030018,"808-0008",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小竹","オダケ",,,,,"（１～１９５３、３００６～３００８番地）",,,,
808000801,40,40103,401030018,"808-0008",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小竹","オダケ",,,"相川","アイカワ",,,,,
808000802,40,40103,401030018,"808-0008",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小竹","オダケ",,,"鬼ケ坂","オニガサカ",,,,,
808000803,40,40103,401030018,"808-0008",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小竹","オダケ",,,"唐木","カラキ",,,,,
808000804,40,40103,401030018,"808-0008",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小竹","オダケ",,,"椿","ツバキ",,,,,
808000805,40,40103,401030018,"808-0008",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小竹","オダケ",,,"脇ノ浦","ワキノウラ",,,,,
808013400,40,40103,401030019,"808-0134",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","乙丸","オトマル",,,,,,,,,
808010600,40,40103,401030020,"808-0106",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","片山","カタヤマ",,,,,,,,,
808001500,40,40103,401030021,"808-0015",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","上原町","カミハラマチ",,,,,,,,,
808010500,40,40103,401030022,"808-0105",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","鴨生田","カモオダ",,,,,,,,,
