"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
802006300,40,40106,401060107,"802-0063",0,0,"福岡県","フクオカケン","北九州市小倉北区","キタキュウシュウシコクラキタク","若富士町","ワカフジチョウ",,,,,,,,,
802000001,40,40107,401070000,"802-0000",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク",,"　","（該当なし）",,,,,,,,
800025800,40,40107,401070001,"800-0258",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","安部山","アベヤマ",,,,,,,,,
802083800,40,40107,401070002,"802-0838",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","石田町","イシダマチ",,,,,,,,,
802083600,40,40107,401070003,"802-0836",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","石田南","イシダミナミ",,,,,,,,,
802854000,40,40107,401070003,"802-8540",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","石田南","イシダミナミ",,,,,,"株式会社　タカギ","カブシキガイシヤ　タカギ","石田南２丁目４－１",
803018500,40,40107,401070004,"803-0185",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","石原町","イシハラマチ",,,,,,,,,
803018300,40,40107,401070005,"803-0183",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","市丸","イチマル",,,,,,,,,
803018900,40,40107,401070006,"803-0189",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","井手浦","イデウラ",,,,,,,,,
803026100,40,40107,401070007,"803-0261",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","合馬","オウマ",,,,,,,,,
803027100,40,40107,401070008,"803-0271",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","長行","オサユキ",,,,,,,,,
803027200,40,40107,401070009,"803-0272",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","長行西","オサユキニシ",,,,,,,,,
803027300,40,40107,401070010,"803-0273",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","長行東","オサユキヒガシ",,,,,,,,,
803026700,40,40107,401070011,"803-0267",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","頂吉","カグメヨシ",,,,,,,,,
802083400,40,40107,401070012,"802-0834",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","隠蓑","カクレミノ",,,,,,,,,
802083300,40,40107,401070013,"802-0833",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上石田","カミイシダ",,,,,,,,,
800025500,40,40107,401070014,"800-0255",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上葛原","カミクズハラ",,,,,,,,,
800028300,40,40107,401070014,"800-0283",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上葛原","カミクズハラ",,,,,,"株式会社　サンリブ　本社","カブシキガイシヤ　サンリブ　ホンシヤ","上葛原２丁目１４番１号",
800028400,40,40107,401070014,"800-0284",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上葛原","カミクズハラ",,,,,,"株式会社　サンリブ　商品部","カブキシガイシヤ　サンリブ　シヨウヒンブ","上葛原２丁目１４番１号",
800028800,40,40107,401070014,"800-0288",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上葛原","カミクズハラ",,,,,,"株式会社　サンリブサンリブシティ　小倉","カブシキガイシヤ　サンリブサンリブシテイ　コクラ","上葛原２丁目１４番１号",
800028200,40,40107,401070014,"800-0282",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上葛原","カミクズハラ",,,,,,"明治屋商事　株式会社　北九州店","メイジヤシヨウジ　カブシキガイシヤ　キタキユウシユウテン","上葛原１丁目１８番１号",
800022300,40,40107,401070015,"800-0223",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上曽根","カミソネ",,,,,,,,,
800021500,40,40107,401070016,"800-0215",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上曽根新町","カミソネシンマチ",,,,,,,,,
800024400,40,40107,401070017,"800-0244",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上貫","カミヌキ",,,,,,,,,
800020100,40,40107,401070018,"800-0201",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","上吉田","カミヨシダ",,,,,,,,,
802097800,40,40107,401070019,"802-0978",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","蒲生","ガモウ",,,,,,,,,
802098100,40,40107,401070020,"802-0981",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","企救丘","キクガオカ",,,,,,,,,
802084100,40,40107,401070021,"802-0841",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","北方","キタガタ",,,,,,,,,
802857700,40,40107,401070021,"802-8577",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","北方","キタガタ",,,,,,"北九州市立大学","キタキユウシユウシリツダイガク","北方４丁目２－１",
802856700,40,40107,401070021,"802-8567",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","北方","キタガタ",,,,,,"陸上自衛隊　小倉駐屯地","リクジヨウジエイタイ　コクラチユウトンチ","北方５丁目１－１",
803018400,40,40107,401070022,"803-0184",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","木下","キノシタ",,,,,,,,,
800030600,40,40107,401070023,"800-0306",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","空港北町","クウコウキタマチ",,,,,,,,,
800023100,40,40107,401070024,"800-0231",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","朽網","クサミ",,,,,,,,,
800023300,40,40107,401070025,"800-0233",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","朽網西","クサミニシ",,,,,,,,,
800023200,40,40107,401070026,"800-0232",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","朽網東","クサミヒガシ",,,,,,,,,
800029300,40,40107,401070026,"800-0293",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","朽網東","クサミヒガシ",,,,,,"ＴＯＴＯ　株式会社　小倉第二工場","ト－ト－　カブシキガイシヤ　コクラダイニコウジヨウ","朽網東５丁目１－１",
800025100,40,40107,401070027,"800-0251",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葛原","クズハラ",,,,,,,,,
800029700,40,40107,401070027,"800-0297",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葛原","クズハラ",,,,,,"株式会社　七尾製菓","カブシキガイシヤ　ナナオセイカ","葛原１丁目８－４",
800025200,40,40107,401070028,"800-0252",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葛原高松","クズハラタカマツ",,,,,,,,,
800029600,40,40107,401070028,"800-0296",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葛原高松","クズハラタカマツ",,,,,,"九州労災病院","キユウシユウロウサイビヨウイン","葛原高松１丁目３－１",
800029800,40,40107,401070028,"800-0298",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葛原高松","クズハラタカマツ",,,,,,"九州栄養福祉大学　小倉南区キャンパス","キユウシユウエイヨウフクシダイガク　コクラミナミクキヤンパス","葛原高松１丁目５番１号",
800020600,40,40107,401070029,"800-0206",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葛原東","クズハラヒガシ",,,,,,,,,
800025300,40,40107,401070030,"800-0253",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葛原本町","クズハラホンマチ",,,,,,,,,
800025400,40,40107,401070031,"800-0254",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葛原元町","クズハラモトマチ",,,,,,,,,
803018200,40,40107,401070032,"803-0182",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","小森","コモリ",,,,,,,,,
802098500,40,40107,401070033,"802-0985",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","志井","シイ",,,,,,,,,
802098400,40,40107,401070034,"802-0984",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","志井公園","シイコウエン",,,,,,,,,
802098600,40,40107,401070035,"802-0986",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","志井鷹羽台","シイタカハダイ",,,,,,,,,
802081100,40,40107,401070036,"802-0811",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","重住","シゲズミ",,,,,,,,,
802098300,40,40107,401070037,"802-0983",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","志徳","シトク",,,,,,,,,
802083200,40,40107,401070038,"802-0832",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","下石田","シモイシダ",,,,,,,,,
802080400,40,40107,401070039,"802-0804",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","下城野","シモジョウノ",,,,,,,,,
800021700,40,40107,401070040,"800-0217",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","下曽根","シモソネ",,,,,,,,,
800029400,40,40107,401070040,"800-0294",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","下曽根","シモソネ",,,,,,"小倉南社会保険事務所","コクラミナミシヤカイホケンジムシヨ","下曽根１丁目８－６",
800022100,40,40107,401070041,"800-0221",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","下曽根新町","シモソネシンマチ",,,,,,,,,
800028500,40,40107,401070041,"800-0285",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","下曽根新町","シモソネシンマチ",,,,,,"サニーサイドモール　小倉","サニ－サイドモ－ル　コクラ","下曽根新町１０－１",
800023600,40,40107,401070042,"800-0236",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","下貫","シモヌキ",,,,,,,,,
802097700,40,40107,401070043,"802-0977",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","下南方","シモミナミガタ",,,,,,,,,
800020300,40,40107,401070044,"800-0203",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","下吉田","シモヨシダ",,,,,,,,,
802080200,40,40107,401070045,"802-0802",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","城野","ジョウノ",,,,,,,,,
800021100,40,40107,401070046,"800-0211",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","新曽根","シンソネ",,,,,,,,,
803018600,40,40107,401070047,"803-0186",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","新道寺","シンドウジ",,,,,,,,,
802097300,40,40107,401070048,"802-0973",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","星和台","セイワダイ",,,,,,,,,
800021200,40,40107,401070049,"800-0212",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","曽根","ソネ",,,,,,,,,
800022900,40,40107,401070120,"800-0229",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","曽根北町","ソネキタマチ",,,,,,,,,
800021400,40,40107,401070050,"800-0214",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","曽根新田","ソネシンデン",,,,,,,,,
800021900,40,40107,401070051,"800-0219",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","曽根新田北","ソネシンデンキタ",,,,,,,,,
800022000,40,40107,401070052,"800-0220",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","曽根新田南","ソネシンデンミナミ",,,,,,,,,
803026800,40,40107,401070053,"803-0268",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","高津尾","タカツオ",,,,,,,,,
803027500,40,40107,401070054,"803-0275",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","高野","タカノ",,,,,,,,,
803026200,40,40107,401070055,"803-0262",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","田代","タシロ",,,,,,,,,
800022500,40,40107,401070056,"800-0225",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","田原","タハラ",,,,,,,,,
800022600,40,40107,401070057,"800-0226",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","田原新町","タハラシンマチ",,,,,,,,,
803026300,40,40107,401070058,"803-0263",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","辻三","ツジミツ",,,,,,,,,
800024200,40,40107,401070059,"800-0242",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","津田","ツダ",,,,,,,,,
800022700,40,40107,401070060,"800-0227",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","津田新町","ツダシンマチ",,,,,,,,,
800024800,40,40107,401070061,"800-0248",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","津田南町","ツダミナミマチ",,,,,,,,,
803026600,40,40107,401070062,"803-0266",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","道原","ドウバル",,,,,,,,,
803027600,40,40107,401070063,"803-0276",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","徳吉","トクヨシ",,,,,,,,,
803027800,40,40107,401070064,"803-0278",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","徳吉西","トクヨシニシ",,,,,,,,,
803027700,40,40107,401070065,"803-0277",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","徳吉東","トクヨシヒガシ",,,,,,,,,
803027900,40,40107,401070066,"803-0279",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","徳吉南","トクヨシミナミ",,,,,,,,,
802097400,40,40107,401070067,"802-0974",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","徳力","トクリキ",,,,,,,,,
802097900,40,40107,401070068,"802-0979",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","徳力新町","トクリキシンマチ",,,,,,,,,
802097500,40,40107,401070069,"802-0975",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","徳力団地","トクリキダンチ",,,,,,,,,
803027400,40,40107,401070070,"803-0274",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","長尾","ナガオ",,,,,,,,,
800022200,40,40107,401070071,"800-0222",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","中曽根","ナカソネ",,,,,,,,,
800021600,40,40107,401070072,"800-0216",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","中曽根新町","ナカソネシンマチ",,,,,,,,,
800021300,40,40107,401070073,"800-0213",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","中曽根東","ナカソネヒガシ",,,,,,,,,
800028100,40,40107,401070073,"800-0281",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","中曽根東","ナカソネヒガシ",,,,,,"クラレイ　株式会社","クラレイ　カブシキガイシヤ","中曽根東１丁目３－１１",
800023700,40,40107,401070074,"800-0237",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","中貫","ナカヌキ",,,,,,,,,
800023500,40,40107,401070075,"800-0235",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","中貫本町","ナカヌキホンマチ",,,,,,,,,
800022800,40,40107,401070076,"800-0228",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","長野","ナガノ",,,,,"（丁目）",,,,
800024600,40,40107,401070076,"800-0246",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","長野","ナガノ",,,,,"（番地）",,,,
800024700,40,40107,401070077,"800-0247",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","長野東町","ナガノヒガシマチ",,,,,,,,,
800024100,40,40107,401070078,"800-0241",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","長野本町","ナガノホンマチ",,,,,,,,,
800020400,40,40107,401070079,"800-0204",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","中吉田","ナカヨシダ",,,,,,,,,
800024300,40,40107,401070080,"800-0243",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","西貫","ニシヌキ",,,,,,,,,
802081200,40,40107,401070081,"802-0812",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","西水町","ニシミズマチ",,,,,,,,,
802081400,40,40107,401070082,"802-0814",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","蜷田若園","ニナタワカゾノ",,,,,,,,,
800024500,40,40107,401070083,"800-0245",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","貫","ヌキ",,,,,,,,,
800023400,40,40107,401070084,"800-0234",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","貫弥生が丘","ヌキヤヨイガオカ",,,,,,,,,
800020900,40,40107,401070085,"800-0209",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","沼","ヌマ",,,,,,,,,
800021800,40,40107,401070086,"800-0218",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","沼新町","ヌマシンマチ",,,,,,,,,
800020800,40,40107,401070087,"800-0208",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","沼本町","ヌマホンマチ",,,,,,,,,
800020700,40,40107,401070088,"800-0207",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","沼緑町","ヌマミドリマチ",,,,,,,,,
800020500,40,40107,401070089,"800-0205",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","沼南町","ヌマミナミマチ",,,,,,,,,
802080500,40,40107,401070090,"802-0805",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","八幡町","ハチマンチョウ",,,,,,,,,
802083700,40,40107,401070091,"802-0837",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葉山町","ハヤマチョウ",,,,,,,,,
802852900,40,40107,401070091,"802-8529",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","葉山町","ハヤマチョウ",,,,,,"小倉拘置支所","コクラコウチシシヨ","葉山町１丁目１番８号",
802080300,40,40107,401070092,"802-0803",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","春ケ丘","ハルガオカ",,,,,,,,,
802853300,40,40107,401070092,"802-8533",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","春ケ丘","ハルガオカ",,,,,,"独立行政法人　国立病院機構　小倉医療センター","ドクリツギヨウセイホウジン　コクリツビヨウインキコウ　コクライリヨウセンタ－","春ケ丘１０番１号",
803026500,40,40107,401070093,"803-0265",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","春吉","ハルヨシ",,,,,,,,,
800022400,40,40107,401070094,"800-0224",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","東貫","ヒガシヌキ",,,,,,,,,
802081300,40,40107,401070095,"802-0813",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","東水町","ヒガシミズマチ",,,,,,,,,
802084200,40,40107,401070096,"802-0842",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","日の出町","ヒノデマチ",,,,,,,,,
803018000,40,40107,401070097,"803-0180",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","平尾台","ヒラオダイ",,,,,,,,,
802080100,40,40107,401070098,"802-0801",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","富士見","フジミ",,,,,,,,,
802083500,40,40107,401070099,"802-0835",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","堀越","ホリコシ",,,,,,,,,
802082300,40,40107,401070100,"802-0823",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","舞ケ丘","マイガオカ",,,,,,,,,
802097600,40,40107,401070101,"802-0976",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","南方","ミナミガタ",,,,,,,,,
802081500,40,40107,401070102,"802-0815",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","南若園町","ミナミワカゾノマチ",,,,,,,,,
803018700,40,40107,401070103,"803-0187",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","母原","モハラ",,,,,,,,,
803018800,40,40107,401070103,"803-0188",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","母原","モハラ",,,"紫水団地","シスイダンチ",,,,,
802097200,40,40107,401070104,"802-0972",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","守恒","モリツネ",,,,,,,,,
802097100,40,40107,401070105,"802-0971",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","守恒本町","モリツネホンマチ",,,,,,,,,
802083100,40,40107,401070106,"802-0831",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","八重洲町","ヤエスマチ",,,,,,,,,
802098200,40,40107,401070107,"802-0982",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","山手","ヤマテ",,,,,,,,,
803026400,40,40107,401070108,"803-0264",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","山本","ヤマモト",,,,,,,,,
800025700,40,40107,401070109,"800-0257",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","湯川","ユガワ",,,,,,,,,
800029500,40,40107,401070109,"800-0295",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","湯川","ユガワ",,,,,,"北九州総合病院","キタキユウシユウソウゴウビヨウイン","湯川５丁目１０－１０",
800025600,40,40107,401070110,"800-0256",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","湯川新町","ユガワシンマチ",,,,,,,,,
802082400,40,40107,401070111,"802-0824",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","横代","ヨコシロ",,,,,,,,,
802082100,40,40107,401070112,"802-0821",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","横代北町","ヨコシロキタマチ",,,,,,,,,
802082500,40,40107,401070113,"802-0825",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","横代葉山","ヨコシロハヤマ",,,,,,,,,
802082200,40,40107,401070114,"802-0822",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","横代東町","ヨコシロヒガシマチ",,,,,,,,,
802082600,40,40107,401070115,"802-0826",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","横代南町","ヨコシロミナミマチ",,,,,,,,,
800020200,40,40107,401070116,"800-0202",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","吉田","ヨシダ",,,,,,,,,
800021000,40,40107,401070117,"800-0210",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","吉田にれの木坂","ヨシダニレノキザカ",,,,,,,,,
803018100,40,40107,401070118,"803-0181",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","呼野","ヨブノ",,,,,,,,,
802081600,40,40107,401070119,"802-0816",0,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","若園","ワカゾノ",,,,,,,,,
802851000,40,40107,401070119,"802-8510",1,0,"福岡県","フクオカケン","北九州市小倉南区","キタキュウシュウシコクラミナミク","若園","ワカゾノ",,,,,,"北九州市　小倉南区役所","キタキユウシユウシコクラミナミクヤクシヨ","若園５丁目１－２",
805000000,40,40108,401080000,"805-0000",0,0,"福岡県","フクオカケン","北九州市八幡東区","キタキュウシュウシヤハタヒガシク",,"　","（該当なし）",,,,,,,,
805853900,40,40108,401080000,"805-8539",1,0,"福岡県","フクオカケン","北九州市八幡東区","キタキュウシュウシヤハタヒガシク",,"　","（該当なし）",,,,,"株式会社　タカミヤ","カブシキガイシヤ　タカミヤ","前田企業団地１－１",
805000100,40,40108,401080001,"805-0001",0,0,"福岡県","フクオカケン","北九州市八幡東区","キタキュウシュウシヤハタヒガシク","荒手","アラテ",,,,,,,,,
805001500,40,40108,401080002,"805-0015",0,0,"福岡県","フクオカケン","北九州市八幡東区","キタキュウシュウシヤハタヒガシク","荒生田","アロウダ",,,,,,,,,
805002100,40,40108,401080003,"805-0021",0,0,"福岡県","フクオカケン","北九州市八幡東区","キタキュウシュウシヤハタヒガシク","石坪町","イシツボマチ",,,,,,,,,
805003700,40,40108,401080004,"805-0037",0,0,"福岡県","フクオカケン","北九州市八幡東区","キタキュウシュウシヤハタヒガシク","猪倉町","イノクラマチ",,,,,,,,,
805004100,40,40108,401080005,"805-0041",0,0,"福岡県","フクオカケン","北九州市八幡東区","キタキュウシュウシヤハタヒガシク","祝町","イワイマチ",,,,,,,,,
805000200,40,40108,401080006,"805-0002",0,0,"福岡県","フクオカケン","北九州市八幡東区","キタキュウシュウシヤハタヒガシク","枝光","エダミツ",,,,,,,,,
805850300,40,40108,401080006,"805-8503",1,0,"福岡県","フクオカケン","北九州市八幡東区","キタキュウシュウシヤハタヒガシク","枝光","エダミツ",,,,,,"三島光産　株式会社","ミシマコウサン　カブシキガイシヤ","枝光２丁目１－１５",
